Index,Time,((pitch_motor)->motor_measure).total_angle,((pitch_motor)->motor_controller).pid_ref
1331,13.310466,-4.0015564,29.9714298
1332,13.320324,-3.51815796,30.6314297
1333,13.330203,-2.9468689,31.2914295
1334,13.340465,-2.28768921,31.9514294
1335,13.350323,-1.80432129,32.6114311
1336,13.360410,-1.10119629,33.2714348
1337,13.370370,-0.529907227,33.9314384
1338,13.380213,0.0878899992,34.5914421
1339,13.390470,0.791010022,35.2514458
1340,13.400344,1.36229503,35.9114494
1341,13.410182,2.02147007,36.5714531
1342,13.420655,2.72459006,37.2314568
1343,13.430197,3.33981991,37.8914604
1344,13.440480,3.95504999,38.5514641
1345,13.450338,4.48238993,39.2114677
1346,13.460187,5.14156485,39.8714714
1347,13.470454,5.84468508,40.5314751
1348,13.480151,6.50386,41.1914787
1349,13.490132,7.20697975,41.8514824
1350,13.500420,7.95404482,42.5114861
1351,13.510281,8.61322021,43.1714897
1352,13.520120,9.27239513,43.8314934
1353,13.530612,9.88762474,44.491497
1354,13.540459,10.45891,45.1515007
1355,13.550295,10.9862499,45.8115044
1356,13.560253,11.5135899,46.471508
1357,13.570102,12.0848751,46.8015099
1358,13.580352,12.612215,47.7915154
1359,13.590214,13.1835003,48.451519
1360,13.600288,13.6668949,49.1115227
1361,13.610108,14.2381802,49.4415245
1362,13.620485,14.8534098,50.43153
1363,13.630204,15.424695,51.0915337
1364,13.640482,16.0399246,51.7515373
1365,13.650202,16.6112099,52.411541
1366,13.660446,17.3143291,53.0715446
1367,13.670282,17.9295597,53.7315483
1368,13.680241,18.5887356,54.391552
1369,13.690179,19.2918549,55.0515556
1370,13.700475,20.0828648,55.7115593
1371,13.710140,20.6980953,56.371563
1372,13.720422,21.4012146,57.0315666
1373,13.730260,22.1043339,57.6915703
1374,13.740217,22.8074551,58.3515739
1375,13.750485,23.598465,59.0115776
1376,13.760339,24.1697502,59.6715813
1377,13.770445,24.9607601,60.3315849
1378,13.780307,25.5320454,60.9915886
1379,13.790157,26.1912193,61.6515923
1380,13.800450,26.9822292,62.3115959
1381,13.810603,27.5535145,62.9715996
1382,13.820299,28.168745,63.6316032
1383,13.830400,28.8718643,64.2916031
1384,13.840261,29.3992043,64.9516068
1385,13.850107,30.0144348,65.2816086
1386,13.860401,30.6736088,66.2716141
1387,13.870250,31.244894,66.9316177
1388,13.880369,31.8161793,67.5916214
1389,13.890284,32.3874664,68.2516251
1390,13.900096,33.0466385,68.5816269
1391,13.910379,33.5739784,69.5716324
1392,13.920230,34.2331543,70.231636
1393,13.930496,34.8923302,70.8916397
1394,13.940183,35.4636154,71.5516434
1395,13.950109,36.078846,71.8816452
1396,13.960382,36.738018,72.8716507
1397,13.970233,37.3971939,73.5316544
1398,13.980474,38.1882057,74.191658
1399,13.990327,38.8913231,74.8516617
1400,14.000224,39.5944443,75.5116653
1401,14.010359,40.3854561,76.171669
1402,14.020214,41.0885735,76.8316727
1403,14.030504,41.83564,77.4916763
1404,14.040405,42.5387611,78.15168
1405,14.050116,43.1979332,78.8116837
1406,14.060180,43.8571091,79.4716873
1407,14.070134,44.5162849,80.131691
1408,14.080454,45.2194061,80.7916946
1409,14.090344,45.7028008,81.4516983
1410,14.100241,46.3619728,82.111702
1411,14.110398,46.9332581,82.7717056
1412,14.120223,47.5045433,83.4317093
1413,14.130488,48.1637192,84.091713
1414,14.140621,48.7789497,84.7517166
1415,14.150306,49.350235,85.4117203
1416,14.160178,49.9215202,86.0717239
1417,14.170260,50.5806961,86.7317276
1418,14.180094,51.1959229,87.0617294
1419,14.190372,51.8550987,88.0517349
1420,14.200246,52.4703293,88.7117386
1421,14.210524,53.1295052,89.3717422
1422,14.220295,53.7007904,90.0317459
1423,14.230200,54.316021,90.6917496
1424,14.240087,54.975193,91.0217514
1425,14.250407,55.6343689,92.0117569
1426,14.260263,56.3374901,92.6717606
1427,14.270114,57.0406113,93.0017624
1428,14.280326,57.6997833,93.9917679
1429,14.290173,58.4907951,94.6517715
1430,14.300442,59.2818031,95.3117752
1431,14.310308,60.1167603,95.9717789
1432,14.320143,60.8638229,96.6317825
1433,14.330473,61.7427254,97.2917862
1434,14.340268,62.3579559,97.9517899
1435,14.350123,63.017128,98.2817917
1436,14.360412,63.6763039,99.2717972
1437,14.370262,64.2475891,99.9318008
1438,14.380146,64.8628159,100.591805
1439,14.390479,65.4780502,101.251808
1440,14.400623,66.0053864,101.911812
1441,14.410149,66.5327301,102.571815
1442,14.420474,67.1919022,103.231819
1443,14.430361,67.7631912,103.891823
1444,14.440265,68.3344727,104.551826
1445,14.450363,68.9936523,105.21183
1446,14.460200,69.6528244,105.871834
1447,14.470158,70.3119965,106.531837
1448,14.480475,71.0151215,107.191841
1449,14.490365,71.6303482,107.851845
1450,14.500488,72.3774109,108.511848
1451,14.510325,72.9047546,109.171852
1452,14.520179,73.5639267,109.831856
1453,14.530133,74.1791611,110.491859
1454,14.540478,74.9262238,111.151863
1455,14.550373,75.5414505,111.811867
1456,14.560088,76.2006302,112.141869
1457,14.570368,76.9037476,113.131874
1458,14.580218,77.6508179,113.791878
1459,14.590495,78.4418259,114.451881
1460,14.600453,79.1449432,115.111885
1461,14.610137,79.8920059,115.771889
1462,14.620422,80.6390762,116.431892
1463,14.630281,81.3861389,117.091896
1464,14.640396,82.045311,117.7519
1465,14.650251,82.6605453,118.411903
1466,14.660513,83.3197174,119.071907
1467,14.670639,83.8910065,119.731911
1468,14.680185,84.330452,120.391914
1469,14.690490,84.9456863,121.051918
1470,14.700351,85.4290771,121.711922
1471,14.710203,86.0003662,122.371925
1472,14.720707,86.615593,123.031929
1473,14.730140,87.1429367,123.691933
1474,14.740413,87.8021088,124.351936
1475,14.750370,88.4612808,125.01194
1476,14.760226,89.1204605,125.671944
1477,14.770489,89.8675232,126.331947
1478,14.780360,90.4388123,126.991951
1479,14.790446,91.1419296,127.651955
1480,14.800350,91.845047,128.311951
1481,14.810182,92.548172,128.971954
1482,14.820136,93.2073441,129.631958
1483,14.830415,93.9104614,130.291962
1484,14.840094,94.5696411,130.621964
1485,14.850361,95.2727585,131.611969
1486,14.860214,96.0637665,132.271973
1487,14.870507,96.8547821,132.931976
1488,14.880641,97.6018448,133.59198
1489,14.890564,98.3049622,134.251984
1490,14.900419,98.9641418,134.911987
1491,14.910304,99.7112045,135.571991
1492,14.920195,100.414322,136.231995
1493,14.930510,101.161392,136.891998
1494,14.940644,101.776619,137.552002
1495,14.950645,102.435791,138.212006
1496,14.960491,102.963135,138.872009
1497,14.970341,103.534416,139.532013
1498,14.980150,104.06176,140.192017
1499,14.990433,104.589096,140.85202
1500,15.000684,105.20433,141.512024
1501,15.010226,105.731667,142.172028
1502,15.020334,106.346901,142.832031
1503,15.030180,106.918182,143.492035
1504,15.040447,107.533417,144.152039
1505,15.050297,108.236534,144.812042
1506,15.060143,108.895706,145.472046
1507,15.070100,109.598831,145.802048
1508,15.080240,110.301949,146.792053
1509,15.090500,111.092957,147.452057
1510,15.100350,111.708191,148.112061
1511,15.110225,112.411308,148.772064
1512,15.120266,113.07048,149.432068
1513,15.130496,113.861496,150.092072
1514,15.140348,114.520668,150.752075
1515,15.150208,115.17984,151.412079
1516,15.160470,116.014801,152.072083
1517,15.170315,116.717918,152.732086
1518,15.180167,117.421036,153.39209
1519,15.190356,118.080215,154.052094
1520,15.200227,118.739388,154.712097
1521,15.210495,119.398567,155.372101
1522,15.220353,119.969849,156.032104
1523,15.230212,120.629021,156.692108
1524,15.240347,121.244255,157.352112
1525,15.250445,121.991318,158.012115
1526,15.260143,122.518661,158.672119
1527,15.270415,123.133888,159.332123
1528,15.280311,123.705177,159.992126
1529,15.290208,124.320404,160.65213
1530,15.300286,124.891685,161.312134
1531,15.310244,125.50692,161.972137
1532,15.320114,126.122147,162.302139
1533,15.330374,126.781326,163.292145
1534,15.340198,127.352608,163.952148
1535,15.350465,128.01178,164.612152
1536,15.360546,128.802795,165.272156
1537,15.370506,129.461975,165.932159
1538,15.380362,130.20903,166.592163
1539,15.390201,130.912155,167.252167
1540,15.400468,131.747116,167.91217
1541,15.410294,132.538116,168.572174
1542,15.420343,133.241241,169.232178
1543,15.430301,133.900421,169.892181
1544,15.440137,134.647476,170.222183
1545,15.450421,135.262711,171.212189
1546,15.460321,135.92189,171.872192
1547,15.470224,136.625,172.532196
1548,15.480322,137.240234,173.1922
1549,15.490279,137.855469,173.852203
1550,15.500141,138.426743,174.182205
1551,15.510424,138.998032,175.172211
1552,15.520317,139.569321,175.832214
1553,15.530398,140.14061,176.492218
1554,15.540240,140.755829,177.152222
1555,15.550493,141.458954,177.812225
1556,15.560455,142.074188,178.472229
1557,15.570301,142.689407,179.132233
1558,15.580147,143.348587,179.792236
1559,15.590293,143.963821,180.45224
1560,15.600128,144.579056,180.782242
1561,15.610401,145.15033,181.772247
1562,15.620361,145.765564,182.432251
1563,15.630283,146.424744,183.092255
1564,15.640172,147.039963,183.752258
1565,15.650242,147.743088,184.412262
1566,15.660334,148.402267,185.072266
1567,15.670182,149.105377,185.732269
1568,15.680459,149.764557,186.392273
1569,15.690416,150.555573,187.052277
1570,15.700506,151.302628,187.71228
1571,15.710360,152.049698,188.372284
1572,15.720196,152.840714,189.032288
1573,15.730463,153.543823,189.692291
1574,15.740313,154.159058,190.352295
1575,15.750165,154.774292,191.012299
1576,15.760703,155.345581,191.672302
1577,15.770247,155.87291,192.332306
1578,15.780135,156.444199,192.662308
1579,15.790444,157.015488,193.652313
1580,15.800345,157.586761,194.312317
1581,15.810244,158.245941,194.972321
1582,15.820321,158.81723,195.632324
1583,15.830591,159.520355,196.292328
1584,15.840120,160.091629,196.62233
1585,15.850404,160.750809,197.612335
1586,15.860244,161.453934,198.272339
1587,15.870318,162.113098,198.932343
1588,15.880186,162.772278,199.592346
1589,15.890433,163.431458,200.25235
1590,15.900395,164.090622,200.912354
1591,15.910310,164.705856,201.572357
1592,15.920197,165.321091,202.232361
1593,15.930324,166.024216,202.892365
1594,15.940144,166.68338,203.552368
1595,15.950412,167.43045,204.212372
1596,15.960373,168.133575,204.872375
1597,15.970233,168.924576,205.532379
1598,15.980705,169.759537,206.192383
1599,15.990122,170.462646,206.522385
1600,16.000406,171.165771,207.51239
1601,16.010300,171.824951,208.172394
1602,16.020258,172.440186,208.832397
1603,16.030103,173.09935,209.162399
1604,16.040624,173.714584,210.152405
1605,16.050503,174.197983,210.812408
1606,16.060179,174.725311,211.472412
1607,16.070145,175.2966,211.802414
1608,16.080394,175.867889,212.792419
1609,16.090240,176.439178,213.452423
1610,16.100333,177.054398,214.112427
1611,16.110189,177.713577,214.77243
1612,16.120450,178.372757,215.432434
1613,16.130325,179.031921,216.092438
1614,16.140459,179.735046,216.752441
1615,16.150311,180.438171,217.412445
1616,16.160412,181.185226,218.072449
1617,16.170261,181.844406,218.732452
1618,16.180095,182.547531,219.062454
1619,16.190184,183.338531,220.05246
1620,16.200313,183.953766,220.712463
1621,16.210386,184.656891,221.372467
1622,16.220240,185.360001,222.032471
1623,16.230098,186.063126,222.362473
1624,16.240431,186.810196,223.352478
1625,16.250732,187.645142,224.012482
1626,16.260274,188.260376,224.672485
1627,16.270358,189.051392,225.332489
1628,16.280218,189.710556,225.992493
1629,16.290102,190.413681,226.322495
1630,16.300386,191.028915,227.3125
1631,16.310241,191.64415,227.972504
1632,16.320199,192.259369,228.632507
1633,16.330324,192.874603,229.292511
1634,16.340174,193.401947,229.952515
1635,16.350441,194.017166,230.612518
1636,16.360288,194.588455,231.272522
1637,16.370162,195.159744,231.602524
1638,16.380363,195.774979,232.592529
1639,16.390222,196.390198,233.252533
1640,16.400496,197.049377,233.912537
1641,16.410337,197.664612,234.57254
1642,16.420182,198.323776,235.232544
1643,16.430453,199.026901,235.892548
1644,16.440166,199.773972,236.552551
1645,16.450120,200.477081,236.882553
1646,16.460394,201.180206,237.872559
1647,16.470236,201.883331,238.532562
1648,16.480506,202.630386,239.192566
1649,16.490147,203.377457,239.522568
1650,16.500446,203.992691,240.512573
1651,16.510307,204.695801,241.172577
1652,16.520266,205.398926,241.832581
1653,16.530116,206.058105,242.162582
1654,16.540395,206.76123,243.152588
1655,16.550109,207.46434,243.48259
1656,16.560387,208.12352,244.472595
1657,16.570236,208.7827,245.132599
1658,16.580193,209.397919,245.792603
1659,16.590449,209.969208,246.452606
1660,16.600133,210.584442,246.782608
1661,16.610430,211.199661,247.772614
1662,16.620271,211.77095,248.432617
1663,16.630120,212.43013,248.762619
1664,16.640390,213.001419,249.752625
1665,16.650492,213.616638,250.412628
1666,16.660445,214.187927,251.072632
1667,16.670301,214.803162,251.732635
1668,16.680434,215.462326,252.392639
1669,16.690293,216.121506,253.052643
1670,16.700126,216.824631,253.382645
1671,16.710210,217.52774,254.37265
1672,16.720168,218.18692,254.702652
1673,16.730442,218.93399,255.692657
1674,16.740303,219.681046,256.352631
1675,16.750138,220.472061,256.682617
1676,16.760232,221.263077,257.672577
1677,16.770498,222.010132,258.33255
1678,16.780455,222.801147,258.992523
1679,16.790347,223.460327,259.652496
1680,16.800185,224.163437,260.312469
1681,16.810451,224.778671,260.972443
1682,16.820132,225.393906,261.302429
1683,16.830401,226.00914,262.292389
1684,16.840360,226.668304,262.952362
1685,16.850224,227.327484,263.612335
1686,16.860504,227.898773,264.272308
1687,16.870407,228.513992,264.932281
1688,16.880516,229.129227,265.592255
1689,16.890374,229.788406,266.252228
1690,16.900655,230.403625,266.912201
1691,16.910199,231.062805,267.572174
1692,16.920475,231.67804,268.232147
1693,16.930333,232.293274,268.89212
1694,16.940431,232.952438,269.552094
1695,16.950308,233.567673,270.212067
1696,16.960197,234.182907,270.87204
1697,16.970447,234.842072,271.532013
1698,16.980407,235.501251,272.191986
1699,16.990264,236.160431,272.851959
1700,17.000352,236.819595,273.511932
1701,17.010202,237.566666,274.171906
1702,17.020465,238.269791,274.831879
1703,17.030350,239.016846,275.491852
1704,17.040309,239.763916,276.151825
1705,17.050404,240.510986,276.811798
1706,17.060238,241.301987,277.471771
1707,17.070515,242.005112,278.131744
1708,17.080408,242.752182,278.791718
1709,17.090308,243.411346,279.451691
1710,17.100210,243.982635,280.111664
1711,17.110571,244.553925,280.771637
1712,17.120283,245.125214,281.43161
1713,17.130320,245.696487,282.091583
1714,17.140178,246.223831,282.751556
1715,17.150444,246.79512,283.41153
1716,17.160109,247.410355,283.741516
1717,17.170193,248.069519,284.731476
1718,17.180345,248.684753,285.391449
1719,17.190181,249.343933,286.051422
1720,17.200463,250.003098,286.711395
1721,17.210299,250.662277,287.371368
1722,17.220349,251.365402,288.031342
1723,17.230224,252.024567,288.691315
1724,17.240182,252.683746,289.351288
1725,17.250466,253.342926,290.011261
1726,17.260378,254.00209,290.671234
1727,17.270278,254.66127,291.331207
1728,17.280374,255.364395,291.99118
1729,17.290229,256.067505,292.651154
1730,17.300495,256.814575,293.311127
1731,17.310452,257.561646,293.9711
1732,17.320301,258.308716,294.631073
1733,17.330393,259.143677,295.291046
1734,17.340281,259.890717,295.951019
1735,17.350123,260.901459,296.281006
1736,17.360392,261.428802,297.270966
1737,17.370249,262.263763,297.930939
1738,17.380206,262.835052,298.590912
1739,17.390297,263.494232,299.250885
1740,17.400132,264.021545,299.580872
1741,17.410396,264.548889,300.570831
1742,17.420243,265.076233,301.230804
1743,17.430092,265.647522,301.560791
1744,17.440382,266.174866,302.550751
1745,17.450168,266.7901,302.880737
1746,17.460437,267.361389,303.870697
1747,17.470287,268.020538,304.53067
1748,17.480179,268.635773,304.860657
1749,17.490441,269.338898,305.850616
1750,17.500291,270.042023,306.51059
1751,17.510613,270.789093,307.170563
1752,17.520329,271.404327,307.830536
1753,17.530198,272.107452,308.490509
1754,17.540478,272.766602,309.150482
1755,17.550328,273.469727,309.810455
1756,17.560179,274.128906,310.140442
1757,17.570270,274.788086,311.130402
1758,17.580228,275.491211,311.790375
1759,17.590096,276.238281,312.120361
1760,17.600357,276.941376,313.110321
1761,17.610207,277.732391,313.770294
1762,17.620348,278.479462,314.430267
1763,17.630248,279.226532,315.09024
1764,17.640205,279.885712,315.750214
1765,17.650471,280.588837,316.410187
1766,17.660317,281.204041,317.07016
1767,17.670160,281.86322,317.400146
1768,17.680227,282.434509,318.390106
1769,17.690306,283.049744,319.050079
1770,17.700263,283.621033,319.710052
1771,17.710118,284.148376,320.040039
1772,17.720403,284.67572,321.029999
1773,17.730303,285.203033,321.689972
1774,17.740379,285.818268,322.349945
1775,17.750228,286.389557,323.009918
1776,17.760494,286.960846,323.669891
1777,17.770451,287.620026,324.329865
1778,17.780303,288.323151,324.989838
1779,17.790138,288.98233,325.319824
1780,17.800219,289.641479,326.309784
1781,17.810475,290.344604,326.969757
1782,17.820334,291.003784,327.62973
1783,17.830292,291.7948,328.289703
1784,17.840150,292.497925,328.61969
1785,17.850224,293.244995,329.60965
1786,17.860483,294.03598,330.269623
1787,17.870362,294.69516,330.929596
1788,17.880262,295.398285,331.589569
1789,17.890220,296.10141,332.249542
1790,17.900498,296.804535,332.909515
1791,17.910160,297.50766,333.239502
1792,17.920470,298.210754,334.229462
1793,17.930368,298.869934,334.889435
1794,17.940263,299.529114,335.549408
1795,17.950245,300.232239,336.209381
1796,17.960094,300.803528,336.539368
1797,17.970203,301.418762,337.529327
1798,17.980455,302.077942,338.189301
1799,17.990360,302.693146,338.849274
1800,18.000219,303.30838,339.509247
1801,18.010470,303.96756,340.16922
1802,18.020234,304.582794,340.829193
1803,18.030493,305.110138,341.489166
1804,18.040333,305.725372,342.149139
1805,18.050182,306.384552,342.479126
1806,18.060424,306.999756,343.469086
1807,18.070298,307.61499,344.129059
1808,18.080211,308.362061,344.789032
1809,18.090324,309.065186,345.449005
1810,18.100185,309.768311,345.778992
1811,18.110450,310.515381,346.768951
1812,18.120302,311.17453,347.428925
1813,18.130377,311.877655,348.088898
1814,18.140444,312.624725,348.748871
1815,18.150107,313.371796,349.078857
1816,18.160252,314.162811,350.068817
1817,18.170097,314.865936,350.398804
1818,18.180380,315.569031,351.388763
1819,18.190468,316.184265,352.048737
1820,18.200322,316.7995,352.70871
1821,18.210168,317.326843,353.038696
1822,18.220122,317.942078,353.698669
1823,18.230395,318.557312,354.688629
1824,18.240497,319.084656,355.348602
1825,18.250334,319.69986,356.008575
1826,18.260183,320.315094,356.338562
1827,18.270444,320.886383,357.328522
1828,18.280401,321.501617,357.988495
1829,18.290282,322.160797,358.648468
1830,18.300402,322.776031,359.308441
1831,18.310260,323.391266,359.968414
1832,18.320105,324.00647,360.298401
1833,18.330385,324.621704,361.288361
1834,18.340209,325.192993,361.948334
1835,18.350166,325.808228,362.27832
1836,18.360329,326.423462,363.26828
1837,18.370172,327.038696,363.598267
1838,18.380466,327.741821,364.588226
1839,18.390303,328.444916,365.248199
1840,18.400179,329.235931,365.578186
1841,18.410468,330.026947,366.568146
1842,18.420237,330.730072,367.228119
1843,18.430498,331.521088,367.888092
1844,18.440347,332.224182,368.548065
1845,18.450197,332.883362,368.878052
1846,18.460463,333.586487,369.868011
1847,18.470127,334.201721,370.197998
1848,18.480504,334.816956,371.187958
1849,18.490370,335.43219,371.847931
1850,18.500233,336.003479,372.507904
1851,18.510481,336.574738,373.167877
1852,18.520141,337.146027,373.497864
1853,18.530401,337.717316,374.487823
1854,18.540301,338.288605,375.147797
1855,18.550259,338.903839,375.80777
1856,18.560129,339.563019,376.137756
1857,18.570405,340.266144,377.127716
1858,18.580504,340.925293,377.787689
1859,18.590405,341.672363,378.447662
1860,18.600296,342.331543,379.107635
1861,18.610382,343.034668,379.767609
1862,18.620096,343.649902,380.097595
1863,18.630372,344.353027,381.087555
1864,18.640480,344.924316,381.747528
1865,18.650317,345.671356,382.407501
1866,18.660173,346.286591,382.737488
1867,18.670447,346.989716,383.727448
1868,18.680408,347.780731,384.387421
1869,18.690470,348.483856,385.047394
1870,18.700357,349.274872,385.707367
1871,18.710477,350.021912,386.36734
1872,18.720328,350.768982,387.027313
1873,18.730286,351.516052,387.687286
1874,18.740128,352.175232,388.017273
1875,18.750224,352.790466,389.007233
1876,18.760087,353.405701,389.337219
1877,18.770407,353.976959,390.327179
1878,18.780307,354.504303,390.987152
1879,18.790264,355.031647,391.647125
1880,18.800350,355.690826,392.307098
1881,18.810186,356.174225,392.637085
1882,18.820089,356.789459,393.297058
1883,18.830402,357.404694,394.287018
1884,18.840311,358.019897,394.946991
1885,18.850398,358.679077,395.606964
1886,18.860335,359.338257,396.266937
1887,18.870180,360,396.596924
1888,18.880446,360.703125,397.586884
1889,18.890297,361.40625,398.246857
1890,18.900171,362.06543,398.576843
1891,18.910241,362.768524,399.566803
1892,18.920175,363.471649,399.89679
1893,18.930474,364.130829,400.886749
1894,18.940374,364.746063,401.546722
1895,18.950274,365.493134,402.206696
1896,18.960175,366.152313,402.536682
1897,18.970639,366.899353,403.526642
1898,18.980182,367.646423,403.856628
1899,18.990488,368.349548,404.846588
1900,19.000369,369.096619,405.506561
1901,19.010269,369.755798,406.166534
1902,19.020110,370.371033,406.496521
1903,19.030202,371.030182,407.156494
1904,19.040161,371.601471,407.816467
1905,19.050419,372.17276,408.806427
1906,19.060258,372.744049,409.4664
1907,19.070293,373.359283,410.126373
1908,19.080425,373.886627,410.786346
1909,19.090325,374.457916,411.44632
1910,19.100562,375.07312,412.106293
1911,19.110087,375.644409,412.436279
1912,19.120387,376.303589,413.426239
1913,19.130235,376.962769,414.086212
1914,19.140088,377.665894,414.416199
1915,19.150372,378.325073,415.406158
1916,19.160207,379.028198,415.736145
1917,19.170165,379.731293,416.396118
1918,19.180486,380.478363,417.386078
1919,19.190138,381.225433,417.716064
1920,19.200415,381.928558,418.706024
1921,19.210251,382.675629,419.365997
1922,19.220108,383.422699,419.695984
1923,19.230391,384.125793,420.685944
1924,19.240481,384.872864,421.345917
1925,19.250423,385.532043,422.00589
1926,19.260329,386.191223,422.665863
1927,19.270178,386.938293,422.99585
1928,19.280431,387.553528,423.985809
1929,19.290280,388.256622,424.645782
1930,19.300098,388.959747,424.975769
1931,19.310232,389.574982,425.965729
1932,19.320497,390.146271,426.625702
1933,19.330600,390.80545,427.285675
1934,19.340313,391.420685,427.945648
1935,19.350141,392.035889,428.275635
1936,19.360238,392.563232,429.265594
1937,19.370501,393.222412,429.925568
1938,19.380360,393.793701,430.585541
1939,19.390221,394.452881,431.245514
1940,19.400178,395.112061,431.5755
1941,19.410449,395.727295,432.56546
1942,19.420098,396.386475,432.895447
1943,19.430363,397.045624,433.885406
1944,19.440215,397.748749,434.215393
1945,19.450480,398.451874,435.205353
1946,19.460438,399.242889,435.865326
1947,19.470283,399.946014,436.525299
1948,19.480385,400.737,437.185272
1949,19.490218,401.440125,437.515259
1950,19.500483,402.187195,438.505219
1951,19.510358,402.89032,439.165192
1952,19.520316,403.593445,439.825165
1953,19.530177,404.252625,440.155151
1954,19.540272,404.911804,441.145111
1955,19.550141,405.527008,441.475098
1956,19.560462,406.142242,442.465057
1957,19.570362,406.757477,443.125031
1958,19.580320,407.328766,443.785004
1959,19.590181,407.944,444.11499
1960,19.600302,408.60318,445.10495
1961,19.610137,409.262329,445.434937
1962,19.620390,409.833618,446.424896
1963,19.630232,410.492798,447.084869
1964,19.640189,411.151978,447.414856
1965,19.650672,411.767212,448.404816
1966,19.660091,412.426392,448.734802
1967,19.670336,413.041626,449.724762
1968,19.680192,413.65686,450.054749
1969,19.690443,414.31601,451.044708
1970,19.700361,414.975189,451.704681
1971,19.710319,415.634369,452.364655
1972,19.720428,416.293549,453.024628
1973,19.730494,417.040619,453.684601
1974,19.740356,417.699768,454.344574
1975,19.750232,418.490784,455.004547
1976,19.760498,419.281799,455.66452
1977,19.770456,420.072815,456.324493
1978,19.780196,420.907776,456.65448
1979,19.790460,421.654846,457.64444
1980,19.800311,422.401917,458.304413
1981,19.810160,423.01712,458.634399
1982,19.820427,423.720245,459.624359
1983,19.830188,424.291534,459.954346
1984,19.840474,424.862823,460.944305
1985,19.850339,425.478058,461.604279
1986,19.860188,426.005371,461.934265
1987,19.870480,426.57666,462.924225
1988,19.880380,427.191895,463.584198
1989,19.890139,427.807129,463.914185
1990,19.900428,428.422363,464.904144
1991,19.910266,429.081543,465.564117
1992,19.920167,429.696777,465.894104
1993,19.930483,430.355957,466.884064
1994,19.940384,431.015137,467.544037
1995,19.950168,431.718231,467.874023
1996,19.960453,432.333466,468.863983
1997,19.970311,432.992645,469.523956
1998,19.980170,433.651825,469.853943
1999,19.990478,434.267059,470.843903
2000,20.000150,434.926208,471.173889
2001,20.010107,435.629333,471.833862
2002,20.020376,436.332458,472.823822
2003,20.030265,437.035583,473.483795
2004,20.040173,437.782654,473.813782
2005,20.050481,438.485779,474.803741
2006,20.060139,439.276794,475.133728
2007,20.070225,440.023834,476.123688
2008,20.080365,440.81485,476.783661
2009,20.090212,441.517975,477.113647
2010,20.100460,442.177155,478.103607
2011,20.110295,442.792389,478.76358
2012,20.120379,443.363647,479.423553
2013,20.130217,443.934937,479.75354
2014,20.140174,444.418335,480.413513
2015,20.150235,444.989624,481.403473
2016,20.160495,445.560913,482.063446
2017,20.170346,446.088257,482.723419
2018,20.180489,446.703491,483.383392
2019,20.190390,447.318726,484.043365
2020,20.200479,447.977905,484.703339
2021,20.210176,448.637054,485.033325
2022,20.220427,449.340179,486.023285
2023,20.230277,449.999359,486.683258
2024,20.240352,450.658539,487.343231
2025,20.250199,451.361664,487.673218
2026,20.260157,452.020813,488.333191
2027,20.270416,452.723938,489.323151
2028,20.280280,453.427063,489.983124
2029,20.290192,454.086243,490.31311
2030,20.300328,454.789368,491.30307
2031,20.310172,455.492493,491.633057
2032,20.320126,456.283508,492.29303
2033,20.330394,457.030548,493.28299
2034,20.340266,457.821564,493.942963
2035,20.350100,458.480743,494.272949
2036,20.360205,459.227814,494.932922
2037,20.370089,459.930939,495.592896
2038,20.380384,460.590088,496.582855
2039,20.390476,461.293213,497.242828
2040,20.400198,461.908447,497.572815
2041,20.410460,462.479736,498.562775
2042,20.420105,463.094971,498.892761
2043,20.430387,463.622314,499.882721
2044,20.440262,464.193604,500.542694
2045,20.450332,464.720947,501.202667
2046,20.460462,465.292236,501.86264
2047,20.470123,465.863495,502.192627
2048,20.480386,466.434784,503.182587
2049,20.490262,467.093964,503.84256
2050,20.500096,467.753143,504.172546
2051,20.510391,468.456268,505.162506
2052,20.520623,469.159363,505.822479
2053,20.530406,469.862488,506.482452
2054,20.540277,470.521667,507.142426
2055,20.550112,471.224792,507.472412
2056,20.560386,471.971863,508.462372
2057,20.570231,472.674988,508.792358
2058,20.580472,473.378113,509.782318
2059,20.590257,474.081238,510.442291
2060,20.600112,474.740387,510.772278
2061,20.610396,475.487457,511.762238
2062,20.620309,476.234528,512.422241
2063,20.630199,476.937653,512.752258
2064,20.640360,477.596802,513.74231
2065,20.650220,478.299927,514.072327
2066,20.660177,478.871216,514.732361
2067,20.670439,479.530396,515.722412
2068,20.680303,480.14563,516.382446
2069,20.690219,480.760864,516.712463
2070,20.700290,481.376099,517.702515
2071,20.710119,482.035278,518.032532
2072,20.720631,482.606567,519.022583
2073,20.730346,483.221771,519.682617
2074,20.740182,483.837006,520.012634
2075,20.750290,484.408295,521.002686
2076,20.760411,485.023529,521.66272
2077,20.770274,485.594818,522.322754
2078,20.780256,486.210022,522.982788
2079,20.790085,486.869202,523.312805
2080,20.800345,487.528381,524.302856
2081,20.810462,488.187561,524.962891
2082,20.820296,488.934631,525.622925
2083,20.830126,489.637756,525.952942
2084,20.840503,490.384827,526.942993
2085,20.850349,491.131897,527.603027
2086,20.860195,491.878937,527.933044
2087,20.870290,492.582062,528.923096
2088,20.880146,493.373077,529.253113
2089,20.890439,494.032227,530.243164
2090,20.900397,494.735352,530.903198
2091,20.910260,495.394531,531.563232
2092,20.920319,496.053711,532.223267
